RegionName,Date,Market Heat,ZHVI,Income Needed
"Stockton, CA",2023-01-31,66.0,511579.2343448009,128220.97331380726
"Modesto, CA",2023-01-31,67.0,430025.4019311229,107353.0829831641
"Santa Rosa, CA",2023-01-31,72.0,763500.5572362259,188333.308612887
"Visalia, CA",2023-01-31,58.0,323121.1898221399,80669.24064373632
"Vallejo, CA",2023-01-31,68.0,561866.7997759185,141876.51876469702
"Santa Maria, CA",2023-01-31,66.0,857818.9814352962,208404.3338385656
"Salinas, CA",2023-01-31,60.0,761521.0003657731,184974.23933528925
"San Luis Obispo, CA",2023-01-31,66.0,811940.8037944323,198418.93288165992
"Merced, CA",2023-01-31,57.0,385861.54514470993,96308.48478201868
"Santa Cruz, CA",2023-01-31,87.0,1082231.4558896855,263770.33747197065
"Chico, CA",2023-01-31,55.0,394440.2558925698,101158.00470495796
"Redding, CA",2023-01-31,43.0,354714.94746555947,90898.0089378318
"El Centro, CA",2023-01-31,57.0,315597.7288045856,77567.14154959236
"Yuba City, CA",2023-01-31,55.0,403826.0171640525,102907.27906851584
"Madera, CA",2023-01-31,56.0,383055.6105392952,97026.65239342923
"Hanford, CA",2023-01-31,61.0,320380.77922007773,79841.16120700468
"Napa, CA",2023-01-31,67.0,855628.0148505695,211018.6490027973
"Los Angeles, CA",2023-02-28,81.0,844648.4675828199,206102.97312268824
"San Francisco, CA",2023-02-28,138.0,1080618.48333133,265512.3751651354
"Riverside, CA",2023-02-28,66.0,537843.0967716206,134583.94139416216
"San Diego, CA",2023-02-28,81.0,825246.6519201259,199556.99781776185
"Sacramento, CA",2023-02-28,80.0,548653.4016738904,137619.07296220842
"San Jose, CA",2023-02-28,142.0,1382658.846861419,333399.9857956484
"Fresno, CA",2023-02-28,69.0,367310.9260576119,92591.65554263856
"Bakersfield, CA",2023-02-28,65.0,320841.21589965763,82961.28735664657
"Oxnard, CA",2023-02-28,69.0,791885.7047865887,193537.7344284269
"Stockton, CA",2023-02-28,70.0,510564.7197929037,126942.87185906996
"Modesto, CA",2023-02-28,73.0,428467.85551593365,106291.00054429584
"Santa Rosa, CA",2023-02-28,79.0,765021.1935165336,187425.59537861496
"Visalia, CA",2023-02-28,62.0,322256.5256850668,80087.3203606616
"Vallejo, CA",2023-02-28,79.0,560628.2384737646,140533.05932610045
"Santa Maria, CA",2023-02-28,73.0,860419.4542784115,207245.6675825244
"Salinas, CA",2023-02-28,64.0,763747.927869846,183761.09439607625
"San Luis Obispo, CA",2023-02-28,69.0,812602.1892450231,197047.415415312
"Merced, CA",2023-02-28,61.0,384161.3084206996,95215.6799916578
"Santa Cruz, CA",2023-02-28,91.0,1082143.3512534993,260522.0978942093
"Chico, CA",2023-02-28,64.0,391718.7315666933,99963.29033462788
"Redding, CA",2023-02-28,52.0,352697.6645727995,90167.85636434352
"El Centro, CA",2023-02-28,63.0,309720.5123910615,77694.67985656207
"Yuba City, CA",2023-02-28,59.0,400996.7096746443,101893.6072754736
"Madera, CA",2023-02-28,62.0,381157.2499045201,96417.99792919212
"Hanford, CA",2023-02-28,74.0,319648.6946394797,79498.28601491427
"Napa, CA",2023-02-28,80.0,860530.335474706,209852.11583118344
"Los Angeles, CA",2023-03-31,83.0,853364.3187865703,208897.63475085289
"San Francisco, CA",2023-03-31,135.0,1089427.644623145,269917.6414175686
"Riverside, CA",2023-03-31,68.0,541165.9873087497,136997.67938110462
"San Diego, CA",2023-03-31,84.0,835046.6600890396,204112.5342336362
"Sacramento, CA",2023-03-31,83.0,552229.7462797695,140078.44634845827
"San Jose, CA",2023-03-31,126.0,1398307.332764622,336938.63347616856
"Fresno, CA",2023-03-31,74.0,370197.1267784156,94509.58790237454
"Bakersfield, CA",2023-03-31,68.0,323215.3094839515,84744.4545505272
"Oxnard, CA",2023-03-31,72.0,801980.9013071355,197924.7497135379
"Stockton, CA",2023-03-31,74.0,514415.8382627181,129382.5358494258
"Modesto, CA",2023-03-31,77.0,432016.43277978606,108429.6182020349
"Santa Rosa, CA",2023-03-31,83.0,774234.8649318423,191976.0203641232
"Visalia, CA",2023-03-31,63.0,324369.120401356,81788.87249320337
"Vallejo, CA",2023-03-31,86.0,564517.514225806,143315.5390550944
"Santa Maria, CA",2023-03-31,73.0,867657.8656641336,212014.5597056365
"Salinas, CA",2023-03-31,68.0,772055.1438584622,188078.72518100755
"San Luis Obispo, CA",2023-03-31,74.0,820756.5606727593,201204.1348356881
"Merced, CA",2023-03-31,64.0,386366.978015794,97045.3646580502
"Santa Cruz, CA",2023-03-31,78.0,1087393.5173773088,264981.18782237254
"Chico, CA",2023-03-31,68.0,392891.93695501785,101597.77050292518
"Redding, CA",2023-03-31,67.0,355684.3705667593,92074.554105646
"El Centro, CA",2023-03-31,70.0,315871.72281740507,80104.98582563111
"Yuba City, CA",2023-03-31,62.0,403262.02118703537,103830.82976398325
"Madera, CA",2023-03-31,65.0,383039.4808459384,98376.09545511592
"Hanford, CA",2023-03-31,79.0,322127.0783169526,81451.55269291095
"Napa, CA",2023-03-31,74.0,868832.594446987,214985.036874574
"Los Angeles, CA",2023-04-30,85.0,866632.369311624,204802.8566160588
"San Francisco, CA",2023-04-30,123.0,1104732.5951494726,264966.0387204369
"Riverside, CA",2023-04-30,70.0,545939.8229580057,134506.2672084197
"San Diego, CA",2023-04-30,85.0,848298.9399832784,201386.71194404425
"Sacramento, CA",2023-04-30,83.0,557849.754609523,137617.19140354032
"San Jose, CA",2023-04-30,112.0,1422347.1911400256,328628.2067672879
"Fresno, CA",2023-04-30,76.0,373683.0462008845,93055.66014392817
"Bakersfield, CA",2023-04-30,69.0,326485.3488175559,83562.47574855843
"Oxnard, CA",2023-04-30,73.0,811614.3334220321,195321.906498094
"Stockton, CA",2023-04-30,79.0,518831.7964903117,127154.55805362332
"Modesto, CA",2023-04-30,79.0,436542.2355524704,106657.73975315678
"Santa Rosa, CA",2023-04-30,81.0,784176.8133563673,189317.9503567033
"Visalia, CA",2023-04-30,65.0,326888.484546055,80449.04023656169
"Vallejo, CA",2023-04-30,92.0,569904.3260845544,140937.7592970215
"Santa Maria, CA",2023-04-30,74.0,881882.2744232249,209036.5017585157
"Salinas, CA",2023-04-30,70.0,782292.9842896275,185534.2917960421
"San Luis Obispo, CA",2023-04-30,76.0,835008.4636784943,198195.84439368817
"Merced, CA",2023-04-30,67.0,389423.4849104796,95396.86276747784
"Santa Cruz, CA",2023-04-30,66.0,1105719.2858003676,260532.1857195308
"Chico, CA",2023-04-30,69.0,398050.09742878727,99751.78127966433
"Redding, CA",2023-04-30,69.0,360888.3162851724,90748.52838403564
"El Centro, CA",2023-04-30,71.0,324374.43653056,79246.3775111486
"Yuba City, CA",2023-04-30,67.0,407538.0599317135,102014.24367622971
"Madera, CA",2023-04-30,64.0,386532.9716415016,96678.21063940774
"Hanford, CA",2023-04-30,79.0,325378.7700279379,80272.56340590044
"Napa, CA",2023-04-30,65.0,880582.5340062147,212257.718702166
"Los Angeles, CA",2023-05-31,84.0,879122.2291433492,207213.1478772416
"San Francisco, CA",2023-05-31,116.0,1118624.1073433564,267417.4645853167
"Riverside, CA",2023-05-31,70.0,551329.9827271951,135804.8062763464
"San Diego, CA",2023-05-31,82.0,862377.0217836152,204463.74325330777
"Sacramento, CA",2023-05-31,79.0,563412.0605968139,138826.46483240873
"San Jose, CA",2023-05-31,111.0,1444455.0428473158,331043.0133571113
"Fresno, CA",2023-05-31,77.0,377599.28393115,94126.26087784758
"Bakersfield, CA",2023-05-31,67.0,330570.39409065386,84617.55041079863
"Oxnard, CA",2023-05-31,73.0,820584.4631607508,198062.01960864
"Stockton, CA",2023-05-31,80.0,524337.0008355934,128367.70092555053
"Modesto, CA",2023-05-31,77.0,441168.05161622766,107844.7010740514
"Santa Rosa, CA",2023-05-31,77.0,795797.5114495493,191784.27315379973
"Visalia, CA",2023-05-31,68.0,329707.60677662824,81230.87859080569
"Vallejo, CA",2023-05-31,92.0,576524.9356892519,142421.10190983757
"Santa Maria, CA",2023-05-31,72.0,894483.6609965558,211902.2518297741
"Salinas, CA",2023-05-31,69.0,791068.5807100493,188101.59359975872
"San Luis Obispo, CA",2023-05-31,74.0,847215.5622500058,200975.71274901173
"Merced, CA",2023-05-31,70.0,393413.6722985492,96390.835513273
"Santa Cruz, CA",2023-05-31,70.0,1124520.430887146,263769.6373398355
"Chico, CA",2023-05-31,69.0,401307.7371293653,100607.0254407723
"Redding, CA",2023-05-31,67.0,364782.34913986194,91872.0384744096
"El Centro, CA",2023-05-31,74.0,324006.8767715597,80627.90457425521
"Yuba City, CA",2023-05-31,71.0,411690.7861744229,103022.35342973434
"Madera, CA",2023-05-31,62.0,389276.1948936996,97546.90227266442
"Hanford, CA",2023-05-31,78.0,328133.8211905979,81179.13954137896
"Napa, CA",2023-05-31,65.0,891455.3141471149,214919.9719242612
"Los Angeles, CA",2023-06-30,83.0,893946.6073195257,214293.1923520917
"San Francisco, CA",2023-06-30,112.0,1128847.5283933126,275232.263592942
"Riverside, CA",2023-06-30,69.0,557783.77654545,139814.47503840103
"San Diego, CA",2023-06-30,80.0,877378.1823143779,211865.7987614116
"Sacramento, CA",2023-06-30,77.0,570425.8075871001,142776.1554463614
"San Jose, CA",2023-06-30,111.0,1462805.837267363,341601.8833846677
"Fresno, CA",2023-06-30,75.0,381710.6558762076,96891.56831271102
"Bakersfield, CA",2023-06-30,67.0,335458.96721646417,87275.18227405022
"Oxnard, CA",2023-06-30,73.0,830920.4436487422,204575.39440948216
"Stockton, CA",2023-06-30,76.0,530322.7056490639,132064.53342197262
"Modesto, CA",2023-06-30,76.0,446035.1150657898,111043.53598106717
"Santa Rosa, CA",2023-06-30,75.0,804906.3494805781,197710.53932258184
"Visalia, CA",2023-06-30,67.0,333839.7763242568,83547.48576749362
"Vallejo, CA",2023-06-30,89.0,582471.3854870036,146624.4916186269
"Santa Maria, CA",2023-06-30,72.0,909039.0072977596,219373.44549022548
"Salinas, CA",2023-06-30,66.0,799807.1841771038,194158.1370446009
"San Luis Obispo, CA",2023-06-30,72.0,860518.936859685,207948.6221281603
"Merced, CA",2023-06-30,68.0,397844.7735448248,99230.2608843454
"Santa Cruz, CA",2023-06-30,66.0,1137933.025219479,272574.3525747346
"Chico, CA",2023-06-30,67.0,404813.3812077811,103369.28152394142
"Redding, CA",2023-06-30,63.0,369030.6573750936,94626.87892746732
"El Centro, CA",2023-06-30,74.0,323555.40464729274,82937.41107300832
"Yuba City, CA",2023-06-30,70.0,416645.8499463397,105967.81337179102
"Madera, CA",2023-06-30,64.0,393475.430717711,100269.6235900428
"Hanford, CA",2023-06-30,76.0,332094.8756678345,83603.33683751029
"Napa, CA",2023-06-30,70.0,901276.6814335838,221666.5351103464
"Los Angeles, CA",2023-07-31,80.0,904165.4073500755,219337.6265181671
"San Francisco, CA",2023-07-31,109.0,1133925.2233789647,279841.5004411134
"Riverside, CA",2023-07-31,68.0,562430.3236684944,142184.94815607427
"San Diego, CA",2023-07-31,78.0,889311.3054045801,216894.63206368173
"Sacramento, CA",2023-07-31,75.0,575150.2008232279,145083.9083289899
"San Jose, CA",2023-07-31,110.0,1474853.460025424,349978.22977030964
"Fresno, CA",2023-07-31,72.0,385556.8529888345,98505.02863624188
"Bakersfield, CA",2023-07-31,66.0,338901.951271879,88898.76672578142
"Oxnard, CA",2023-07-31,71.0,838907.1735202513,208593.54631801508
"Stockton, CA",2023-07-31,73.0,533686.3110290932,134186.4242868755
"Modesto, CA",2023-07-31,72.0,450412.4517572756,112916.54443084449
"Santa Rosa, CA",2023-07-31,75.0,808680.0674406703,201034.9560696588
"Visalia, CA",2023-07-31,66.0,337136.4532450824,84895.3985970953
"Vallejo, CA",2023-07-31,82.0,586075.4696818866,148945.0501849214
"Santa Maria, CA",2023-07-31,67.0,920306.73405324,224411.25133599385
"Salinas, CA",2023-07-31,62.0,807578.3946555426,197879.7613227656
"San Luis Obispo, CA",2023-07-31,73.0,869056.502670501,212355.19209172475
"Merced, CA",2023-07-31,63.0,401565.6922760663,100863.74237084118
"Santa Cruz, CA",2023-07-31,63.0,1151632.9407569943,278356.7035407682
"Chico, CA",2023-07-31,64.0,404496.753059891,104523.36343681227
"Redding, CA",2023-07-31,60.0,371082.4100569976,96030.17481579488
"El Centro, CA",2023-07-31,69.0,328439.7979509289,83871.74247565093
"Yuba City, CA",2023-07-31,65.0,419941.5561533726,107583.8037379365
"Madera, CA",2023-07-31,63.0,397005.0864554274,101769.68579396282
"Hanford, CA",2023-07-31,72.0,335373.3876819739,85010.16902518537
"Napa, CA",2023-07-31,68.0,910283.516618277,225841.55205636617
"Los Angeles, CA",2023-08-31,77.0,908974.2971138936,227024.9756278656
"San Francisco, CA",2023-08-31,98.0,1134368.352144279,287236.18212370574
"Riverside, CA",2023-08-31,67.0,565300.3619679844,145956.45188542476
"San Diego, CA",2023-08-31,76.0,896998.2135471068,224089.11469896912
"Sacramento, CA",2023-08-31,72.0,576385.4338455187,148794.5228901961
"San Jose, CA",2023-08-31,96.0,1479260.837999997,363174.49749497126
"Fresno, CA",2023-08-31,69.0,387632.53335576656,101036.3541057686
"Bakersfield, CA",2023-08-31,65.0,341197.180281008,91267.82042515134
"Oxnard, CA",2023-08-31,67.0,843935.2839346799,214692.3884076961
"Stockton, CA",2023-08-31,70.0,533243.1182871073,137391.26510041757
"Modesto, CA",2023-08-31,72.0,452769.227811822,115890.85356561144
"Santa Rosa, CA",2023-08-31,75.0,807297.0871128483,205854.7965589622
"Visalia, CA",2023-08-31,66.0,338568.90606185683,87062.55730301705
"Vallejo, CA",2023-08-31,75.0,588390.1265434178,152604.4780864185
"Santa Maria, CA",2023-08-31,64.0,926656.196968806,231845.79595781912
"Salinas, CA",2023-08-31,65.0,811384.3818636779,203545.77397181303
"San Luis Obispo, CA",2023-08-31,71.0,871805.0594733165,218793.3015243103
"Merced, CA",2023-08-31,60.0,403361.9485811968,103386.97462090132
"Santa Cruz, CA",2023-08-31,58.0,1154210.948907434,286631.5222916114
"Chico, CA",2023-08-31,61.0,402412.7303611636,106449.76122630712
"Redding, CA",2023-08-31,50.0,370707.7809215692,98150.11974358502
"El Centro, CA",2023-08-31,64.0,331635.3286366953,85884.37741939588
"Yuba City, CA",2023-08-31,62.0,421766.7167641453,110205.3131151829
"Madera, CA",2023-08-31,60.0,398846.7824773996,104270.10268614264
"Hanford, CA",2023-08-31,71.0,338038.0780003928,87300.77852135514
"Napa, CA",2023-08-31,65.0,911309.8237024988,232137.86738160063
"Los Angeles, CA",2023-09-30,74.0,912094.2788753024,233045.845250578
"San Francisco, CA",2023-09-30,84.0,1130469.746019601,292330.2179389863
"Riverside, CA",2023-09-30,65.0,566207.1053837232,148629.2500106385
"San Diego, CA",2023-09-30,70.0,903806.8674806572,229493.42677848967
"Sacramento, CA",2023-09-30,69.0,574263.0291645108,151119.95966388317
"San Jose, CA",2023-09-30,90.0,1483407.6054227932,374148.261931937
"Fresno, CA",2023-09-30,65.0,387571.3341486167,102731.33916392027
"Bakersfield, CA",2023-09-30,62.0,341447.0822048584,92809.114642429
"Oxnard, CA",2023-09-30,66.0,847366.5159517584,219005.98376329057
"Stockton, CA",2023-09-30,67.0,532008.9305615852,139318.72437951353
"Modesto, CA",2023-09-30,68.0,453258.7890485913,117936.29954194432
"Santa Rosa, CA",2023-09-30,69.0,803028.3807928886,208743.7802263636
"Visalia, CA",2023-09-30,64.0,338169.5565857648,88484.2060624631
"Vallejo, CA",2023-09-30,71.0,587360.3114594817,154870.4325404072
"Santa Maria, CA",2023-09-30,60.0,928891.6230194208,237094.0425954761
"Salinas, CA",2023-09-30,68.0,812152.4775142957,207494.08714229023
"San Luis Obispo, CA",2023-09-30,63.0,872417.8851431139,223272.2028185741
"Merced, CA",2023-09-30,59.0,404009.2801767137,105067.1076796624
"Santa Cruz, CA",2023-09-30,56.0,1152409.2919092886,292327.0331582197
"Chico, CA",2023-09-30,57.0,398012.6424348944,107319.10570332376
"Redding, CA",2023-09-30,50.0,368615.1740486511,99362.0177520808
"El Centro, CA",2023-09-30,61.0,331655.1636464628,87488.4103006867
"Yuba City, CA",2023-09-30,58.0,420261.934359323,111839.92942712847
"Madera, CA",2023-09-30,53.0,399562.9095773798,106014.06307566972
"Hanford, CA",2023-09-30,61.0,337982.41321275046,88836.49201776343
"Napa, CA",2023-09-30,59.0,908688.0902468172,236183.40228051785
"Los Angeles, CA",2023-10-31,72.0,912946.348881588,244169.0442726065
"San Francisco, CA",2023-10-31,75.0,1126474.992416101,303799.7297277563
"Riverside, CA",2023-10-31,63.0,567063.1537550124,154786.0541242057
"San Diego, CA",2023-10-31,68.0,905902.4622190148,239963.63647531744
"Sacramento, CA",2023-10-31,66.0,572215.4097398847,156647.66034896113
"San Jose, CA",2023-10-31,85.0,1489853.5771120635,393669.6483390958
"Fresno, CA",2023-10-31,63.0,386614.7400745907,106539.97977378606
"Bakersfield, CA",2023-10-31,59.0,340743.2574564697,96227.1117859978
"Oxnard, CA",2023-10-31,66.0,847671.8426202714,228042.69145653545
"Stockton, CA",2023-10-31,66.0,531531.3624467695,144382.50974192048
"Modesto, CA",2023-10-31,67.0,453154.7537107449,122580.20061776006
"Santa Rosa, CA",2023-10-31,63.0,800569.7633569568,216337.54493319773
"Visalia, CA",2023-10-31,59.0,337065.7511893269,91801.81375148258
"Vallejo, CA",2023-10-31,68.0,585294.2783113549,160553.19199754563
"Santa Maria, CA",2023-10-31,57.0,933374.5135627454,247536.158063418
"Salinas, CA",2023-10-31,67.0,813040.6159895272,216056.556365456
"San Luis Obispo, CA",2023-10-31,59.0,873623.624165608,232806.4296656257
"Merced, CA",2023-10-31,57.0,403446.5357464039,109058.27430464949
"Santa Cruz, CA",2023-10-31,52.0,1146976.099745651,303538.4813422843
"Chico, CA",2023-10-31,53.0,393186.3481995229,110369.0782977612
"Redding, CA",2023-10-31,51.0,366234.95216040366,102584.32015751356
"El Centro, CA",2023-10-31,59.0,332048.6749593441,90942.26235289198
"Yuba City, CA",2023-10-31,56.0,419352.3534633807,115879.18449906354
"Madera, CA",2023-10-31,51.0,398763.9989335599,110008.82254645105
"Hanford, CA",2023-10-31,54.0,337524.60917062016,92228.86688497876
"Napa, CA",2023-10-31,49.0,904652.1212983328,244794.8053513622
"Los Angeles, CA",2023-11-30,72.0,912253.2323739138,242965.3657790885
"San Francisco, CA",2023-11-30,81.0,1116906.9736135397,299957.69101215806
"Riverside, CA",2023-11-30,62.0,566348.9181617628,153598.94495132123
"San Diego, CA",2023-11-30,67.0,903723.0961811686,238255.50575947584
"Sacramento, CA",2023-11-30,69.0,569298.2335369934,154703.15586024855
"San Jose, CA",2023-11-30,95.0,1488697.939535224,392989.9157878719
"Fresno, CA",2023-11-30,62.0,385804.96697536286,105284.02815530366
"Bakersfield, CA",2023-11-30,57.0,340991.98542140546,95257.27354706134
"Oxnard, CA",2023-11-30,68.0,846573.9422199179,225759.2599254913
"Stockton, CA",2023-11-30,66.0,529449.8775547437,142645.071132309
"Modesto, CA",2023-11-30,64.0,452226.798244054,121295.13473472973
"Santa Rosa, CA",2023-11-30,59.0,792164.4558531629,213204.2563903581
"Visalia, CA",2023-11-30,56.0,335593.20482236,90698.43436093185
"Vallejo, CA",2023-11-30,64.0,581382.5726929556,158395.8287671955
"Santa Maria, CA",2023-11-30,56.0,931892.5381754288,245366.52026457508
"Salinas, CA",2023-11-30,60.0,812873.4866787076,213859.6038774037
"San Luis Obispo, CA",2023-11-30,57.0,867227.9732537102,230514.6259423377
"Merced, CA",2023-11-30,54.0,402553.0967806618,107808.96199323454
"Santa Cruz, CA",2023-11-30,50.0,1134681.3252325384,298907.4145996326
"Chico, CA",2023-11-30,52.0,390192.0738441976,108427.19714330517
"Redding, CA",2023-11-30,53.0,363695.06190133735,101042.86768214087
"El Centro, CA",2023-11-30,59.0,332685.678452955,90105.26285471866
"Yuba City, CA",2023-11-30,56.0,417529.1644577773,114455.38607703314
"Madera, CA",2023-11-30,48.0,397422.1814762058,108869.15361966816
"Hanford, CA",2023-11-30,47.0,337078.3838337522,91178.89360255675
"Napa, CA",2023-11-30,46.0,895844.1859711666,241083.45001994967
"Los Angeles, CA",2023-12-31,77.0,908573.7292191111,232023.49336722624
"San Francisco, CA",2023-12-31,120.0,1105495.339896488,284487.675559626
"Riverside, CA",2023-12-31,64.0,566588.71352046,146806.549981193
"San Diego, CA",2023-12-31,72.0,901578.4581590552,227036.7998256919
"Sacramento, CA",2023-12-31,76.0,565761.4654283515,147186.80988603982
"San Jose, CA",2023-12-31,133.0,1483043.6487018024,376016.5651396756
"Fresno, CA",2023-12-31,65.0,385236.62372201774,100296.7197777214
"Bakersfield, CA",2023-12-31,59.0,341041.86167659616,90995.61934321016
"Oxnard, CA",2023-12-31,71.0,844662.8481752656,214910.31194453643
"Stockton, CA",2023-12-31,71.0,527951.1217133297,135823.65635414235
"Modesto, CA",2023-12-31,68.0,451201.0387108015,115556.14471720294
"Santa Rosa, CA",2023-12-31,68.0,786946.6014396608,202257.8555666917
"Visalia, CA",2023-12-31,57.0,334826.30387953465,86333.01085524878
"Vallejo, CA",2023-12-31,67.0,579982.6370973508,150662.97534952083
"Santa Maria, CA",2023-12-31,57.0,927151.2028686104,233651.6437068569
"Salinas, CA",2023-12-31,60.0,809277.392006588,203455.2703674364
"San Luis Obispo, CA",2023-12-31,60.0,861069.3942572634,219257.58181996868
"Merced, CA",2023-12-31,58.0,402356.37225243927,102677.06248722164
"Santa Cruz, CA",2023-12-31,57.0,1120853.9699274306,282555.11513852014
"Chico, CA",2023-12-31,54.0,387826.8009688029,102925.50440014304
"Redding, CA",2023-12-31,52.0,360878.6482674452,96012.43389913102
"El Centro, CA",2023-12-31,62.0,332152.8252701231,86045.23844009949
"Yuba City, CA",2023-12-31,68.0,414919.27894588665,108973.82928041113
"Madera, CA",2023-12-31,49.0,395970.3794228286,103803.16715936402
"Hanford, CA",2023-12-31,54.0,336837.73377075023,86874.51641448967
"Napa, CA",2023-12-31,51.0,886804.7286538357,228263.601701818
"Los Angeles, CA",2024-01-31,82.0,907947.2402442432,228155.03920820728
"San Francisco, CA",2024-01-31,144.0,1098914.0325133232,279193.4085682385
"Riverside, CA",2024-01-31,67.0,567764.9214886898,145169.0986172072
"San Diego, CA",2024-01-31,77.0,902894.5207978918,223736.8307064128
"Sacramento, CA",2024-01-31,81.0,564181.5001543667,145245.88424588047
"San Jose, CA",2024-01-31,163.0,1481070.493195567,368891.3410707892
"Fresno, CA",2024-01-31,68.0,386176.5185304456,99236.27720657091
"Bakersfield, CA",2024-01-31,63.0,341022.4141348808,89988.570861424
"Oxnard, CA",2024-01-31,74.0,844045.998800168,211217.03761754205
"Stockton, CA",2024-01-31,74.0,527151.1964830536,134259.3173125335
"Modesto, CA",2024-01-31,71.0,451173.7925913719,114141.2828168618
"Santa Rosa, CA",2024-01-31,78.0,784269.84349773,199424.1223410233
"Visalia, CA",2024-01-31,59.0,334912.94471367233,85280.2458971105
"Vallejo, CA",2024-01-31,77.0,579287.0138673831,149324.40710761596
"Santa Maria, CA",2024-01-31,62.0,927077.790489488,230074.43162849484
"Salinas, CA",2024-01-31,64.0,806522.9723876072,200646.67224024844
"San Luis Obispo, CA",2024-01-31,63.0,857387.6352102901,215570.949927304
"Merced, CA",2024-01-31,64.0,402892.1475168481,101662.74233837429
"Santa Cruz, CA",2024-01-31,69.0,1115341.62553316,277881.371195604
"Chico, CA",2024-01-31,60.0,386616.3391288442,101848.25045625286
"Redding, CA",2024-01-31,65.0,359712.7287709982,94833.5830452764
"El Centro, CA",2024-01-31,71.0,333239.80822749605,85068.65399352311
"Yuba City, CA",2024-01-31,75.0,413860.98818873,107678.8009779708
"Madera, CA",2024-01-31,54.0,396454.8850800539,102669.55541400856
"Hanford, CA",2024-01-31,61.0,337635.7337859957,85998.318867365
"Napa, CA",2024-01-31,62.0,879890.7662774482,224555.3959292944
"Los Angeles, CA",2024-02-29,85.0,914665.399454847,230068.89546412617
"San Francisco, CA",2024-02-29,146.0,1108029.192141494,281774.9850784444
"Riverside, CA",2024-02-29,68.0,570571.8781014814,147150.84846221033
"San Diego, CA",2024-02-29,79.0,914556.2460945848,227433.06178491405
"Sacramento, CA",2024-02-29,82.0,567565.3328958584,147076.27590152327
"San Jose, CA",2024-02-29,162.0,1504895.730244398,372099.2016155466
"Fresno, CA",2024-02-29,70.0,388179.0421283626,100806.12991787156
"Bakersfield, CA",2024-02-29,65.0,342669.65260249696,91355.00169113428
"Oxnard, CA",2024-02-29,74.0,850147.3278689659,214155.83056208325
"Stockton, CA",2024-02-29,76.0,529643.6537003586,136070.44287999393
"Modesto, CA",2024-02-29,78.0,453365.8418100255,115796.78195846178
"Santa Rosa, CA",2024-02-29,84.0,788084.0640271831,201730.6258418725
"Visalia, CA",2024-02-29,62.0,336061.03032458405,86509.12655095327
"Vallejo, CA",2024-02-29,81.0,582463.2303714709,151368.74883517445
"Santa Maria, CA",2024-02-29,67.0,935437.9871729878,233199.36725150267
"Salinas, CA",2024-02-29,67.0,810661.1360458692,202893.36324152257
"San Luis Obispo, CA",2024-02-29,70.0,862903.3073639818,217716.63056159168
"Merced, CA",2024-02-29,69.0,403948.876717918,103224.59340806823
"Santa Cruz, CA",2024-02-29,74.0,1125150.0957692768,280853.36373099225
"Chico, CA",2024-02-29,66.0,387295.8756499392,102989.5863431938
"Redding, CA",2024-02-29,77.0,359775.33971442434,95928.89531185296
"El Centro, CA",2024-02-29,74.0,334181.9587955435,86463.06585286437
"Yuba City, CA",2024-02-29,74.0,416072.7587576086,109084.50222495232
"Madera, CA",2024-02-29,61.0,398115.5108297917,104148.61275548147
"Hanford, CA",2024-02-29,66.0,339249.81041024555,87414.83128735187
"Napa, CA",2024-02-29,74.0,881920.2207541885,226305.79997908903
"Los Angeles, CA",2024-03-31,83.0,932823.7446372068,230698.347137958
"San Francisco, CA",2024-03-31,127.0,1137866.069964804,284152.60277689574
"Riverside, CA",2024-03-31,67.0,577482.5776153904,148105.77020841
"San Diego, CA",2024-03-31,76.0,933707.2082521156,230338.2607404028
"Sacramento, CA",2024-03-31,80.0,575811.0262036367,148242.79329645648
"San Jose, CA",2024-03-31,135.0,1554448.7694608772,373752.9482592069
"Fresno, CA",2024-03-31,69.0,392104.1105530257,101775.85352995797
"Bakersfield, CA",2024-03-31,65.0,346090.70730583434,92164.4079695612
"Oxnard, CA",2024-03-31,71.0,863402.8550038574,216013.3640655777
"Stockton, CA",2024-03-31,73.0,537222.1218122896,137157.322346591
"Modesto, CA",2024-03-31,76.0,459679.1420410096,116857.05842429436
"Santa Rosa, CA",2024-03-31,79.0,799781.6112132227,203171.58606458208
"Visalia, CA",2024-03-31,64.0,339766.6937691671,87229.93369322331
"Vallejo, CA",2024-03-31,78.0,588634.0015791515,152495.8201782664
"Santa Maria, CA",2024-03-31,66.0,952159.4198718574,235453.6303890984
"Salinas, CA",2024-03-31,65.0,823768.2255475024,204378.17463067808
"San Luis Obispo, CA",2024-03-31,71.0,876758.382081174,218856.30587564345
"Merced, CA",2024-03-31,67.0,409108.2270249194,104170.2894480797
"Santa Cruz, CA",2024-03-31,68.0,1145051.7868701173,283174.01213105064
"Chico, CA",2024-03-31,69.0,392227.70120965136,103587.94825403136
"Redding, CA",2024-03-31,80.0,362644.2734777189,96456.69958250828
"El Centro, CA",2024-03-31,73.0,337933.6421332094,87305.03353787914
"Yuba City, CA",2024-03-31,65.0,421338.3779675278,110007.0277314654
"Madera, CA",2024-03-31,62.0,402525.0193242841,104981.42765596168
"Hanford, CA",2024-03-31,60.0,342773.25839119725,88283.6722893732
"Napa, CA",2024-03-31,79.0,898648.1588636333,227666.8641819888
"Los Angeles, CA",2024-04-30,80.0,948392.1163836262,235025.2276979152
