RegionName,Date,Market Heat,ZHVI,Income Needed
"San Francisco, CA",2024-04-30,110.0,1165338.448843131,291268.76672504
"Riverside, CA",2024-04-30,66.0,583018.5760903965,150833.69988882996
"San Diego, CA",2024-04-30,73.0,949810.5383315216,236352.92793998573
"Sacramento, CA",2024-04-30,76.0,582862.7001756671,151236.2029781832
"San Jose, CA",2024-04-30,111.0,1600215.1269961786,382407.9601835011
"Fresno, CA",2024-04-30,67.0,396317.8991207528,103857.81008541102
"Bakersfield, CA",2024-04-30,64.0,350119.12550727685,94069.9612486636
"Oxnard, CA",2024-04-30,69.0,876419.5041379991,220962.8542910327
"Stockton, CA",2024-04-30,71.0,543283.1934448871,139900.34731477374
"Modesto, CA",2024-04-30,73.0,464675.7305676432,119272.86016348156
"Santa Rosa, CA",2024-04-30,73.0,813561.5228059462,207440.72960638927
"Visalia, CA",2024-04-30,64.0,343468.7413210023,88963.79368080285
"Vallejo, CA",2024-04-30,74.0,595539.270143888,155489.7228045921
"Santa Maria, CA",2024-04-30,63.0,964879.2592309968,240810.22635909508
"Salinas, CA",2024-04-30,62.0,834940.706427521,208828.2956562244
"San Luis Obispo, CA",2024-04-30,69.0,892181.5625298847,223418.4534153964
"Merced, CA",2024-04-30,68.0,414440.6085565398,106387.11006574205
"Santa Cruz, CA",2024-04-30,63.0,1162989.8596192943,289367.6693168103
"Chico, CA",2024-04-30,67.0,395577.4993563662,105356.32635009276
"Redding, CA",2024-04-30,76.0,366580.9140456828,98108.35147331418
"El Centro, CA",2024-04-30,68.0,342097.3196297636,89098.8755527399
"Yuba City, CA",2024-04-30,64.0,426361.95657087327,112273.32455455312
"Madera, CA",2024-04-30,58.0,406622.1620473676,106994.76921306337
"Hanford, CA",2024-04-30,56.0,345915.6003855675,90060.0687916962
"Napa, CA",2024-04-30,70.0,913150.1870177846,232535.50621117093
"Los Angeles, CA",2024-05-31,74.0,957152.9208995176,237848.51765753728
"San Francisco, CA",2024-05-31,90.0,1178470.629314932,296050.5437187852
"Riverside, CA",2024-05-31,63.0,587406.6480805143,152354.49360912052
"San Diego, CA",2024-05-31,69.0,958385.962520762,239902.7460296244
"Sacramento, CA",2024-05-31,70.0,587494.5560113577,152774.07634071697
"San Jose, CA",2024-05-31,95.0,1628245.0289899935,389092.31241230055
"Fresno, CA",2024-05-31,65.0,398902.43480517657,104930.50088923934
"Bakersfield, CA",2024-05-31,63.0,353517.5642311786,95166.1514469609
"Oxnard, CA",2024-05-31,67.0,882852.1337493188,223940.76853915595
"Stockton, CA",2024-05-31,67.0,546901.8852852064,141338.8714580228
"Modesto, CA",2024-05-31,67.0,467161.9198533134,120529.2054585531
"Santa Rosa, CA",2024-05-31,63.0,817919.8564346221,209645.962976576
"Visalia, CA",2024-05-31,61.0,346776.5137277942,89933.59731691402
"Vallejo, CA",2024-05-31,67.0,596779.2322090215,156800.0829787714
"Santa Maria, CA",2024-05-31,62.0,972428.8659705142,243820.98958965056
"Salinas, CA",2024-05-31,58.0,840633.6236835251,211561.83280898383
"San Luis Obispo, CA",2024-05-31,63.0,896188.9918400974,225918.721638618
"Merced, CA",2024-05-31,68.0,417149.17054073367,107664.82592334024
"Santa Cruz, CA",2024-05-31,60.0,1165861.8657411346,292266.1432025645
"Chico, CA",2024-05-31,62.0,398083.8408606429,106189.0863388877
"Redding, CA",2024-05-31,66.0,369362.7824629372,98916.26851823532
"El Centro, CA",2024-05-31,66.0,345137.850391943,90131.5635318456
"Yuba City, CA",2024-05-31,60.0,430294.73801354045,113499.6520863935
"Madera, CA",2024-05-31,53.0,410208.2814087927,108085.00065646671
"Hanford, CA",2024-05-31,56.0,348196.8170627024,90940.5698879354
"Napa, CA",2024-05-31,55.0,919475.0078282044,235427.2388621792
"Los Angeles, CA",2024-06-30,71.0,961794.8636604396,236025.39981523875
"San Francisco, CA",2024-06-30,80.0,1179600.9958974717,294114.68405108387
"Riverside, CA",2024-06-30,62.0,590113.1818265911,151055.64611256734
"San Diego, CA",2024-06-30,64.0,960174.0254391975,238176.8787948265
"Sacramento, CA",2024-06-30,67.0,588675.5480328706,151237.41337993534
"San Jose, CA",2024-06-30,89.0,1638471.614935238,388194.1296768904
"Fresno, CA",2024-06-30,64.0,401039.3654098481,104064.66612136
"Bakersfield, CA",2024-06-30,60.0,355619.0391789388,94549.88540583708
"Oxnard, CA",2024-06-30,65.0,885446.6519185128,222440.5572419929
"Stockton, CA",2024-06-30,64.0,547382.5562369137,139891.94406433028
"Modesto, CA",2024-06-30,67.0,468714.8429927865,119359.85597601086
"Santa Rosa, CA",2024-06-30,59.0,818107.5841374124,207451.1765402677
"Visalia, CA",2024-06-30,57.0,349054.3599785041,89211.4127438566
"Vallejo, CA",2024-06-30,65.0,596787.0259587335,155037.72025784993
"Santa Maria, CA",2024-06-30,62.0,972366.074519422,241495.3940631769
"Salinas, CA",2024-06-30,56.0,842693.7739310242,209798.2819051477
"San Luis Obispo, CA",2024-06-30,62.0,898002.968548439,223754.5559706995
"Merced, CA",2024-06-30,68.0,418793.6007656343,106825.65249699424
"Santa Cruz, CA",2024-06-30,59.0,1168935.4547675513,288959.6295396014
"Chico, CA",2024-06-30,57.0,399293.19182590966,104979.3790991891
"Redding, CA",2024-06-30,59.0,371453.3375286434,97990.09893135465
"El Centro, CA",2024-06-30,65.0,348390.78172299435,89643.68290388233
"Yuba City, CA",2024-06-30,57.0,432381.08525547135,112543.75568562746
"Madera, CA",2024-06-30,54.0,413034.87374272087,107247.11915770426
"Hanford, CA",2024-06-30,55.0,349000.1959816386,90051.8914638441
"Napa, CA",2024-06-30,52.0,919887.8082520936,233183.1425780618
"Los Angeles, CA",2024-07-31,68.0,964260.308418791,235738.34126195
"San Francisco, CA",2024-07-31,79.0,1176678.24518591,292950.14514687815
"Riverside, CA",2024-07-31,61.0,591977.2626034475,150602.35346240675
"San Diego, CA",2024-07-31,61.0,958290.409399242,237150.70893099604
"Sacramento, CA",2024-07-31,65.0,589900.4105804327,150463.52333860745
"San Jose, CA",2024-07-31,86.0,1631722.9154177012,389502.1612474831
"Fresno, CA",2024-07-31,62.0,401225.04304439074,103618.0143555652
"Bakersfield, CA",2024-07-31,59.0,357124.30249733024,94361.0513995323
"Oxnard, CA",2024-07-31,63.0,886498.0743234897,221766.99749894525
"Stockton, CA",2024-07-31,63.0,548157.3861706831,139157.18014590675
"Modesto, CA",2024-07-31,65.0,470699.3964984697,118854.08373908908
"Santa Rosa, CA",2024-07-31,57.0,818526.5317709566,206041.4357574509
"Visalia, CA",2024-07-31,58.0,349956.02023429226,88901.13403312022
"Vallejo, CA",2024-07-31,62.0,597161.9492520879,153908.7695756199
"Santa Maria, CA",2024-07-31,58.0,975573.12362801,240688.962315438
"Salinas, CA",2024-07-31,55.0,845037.7982075072,209163.25425913872
"San Luis Obispo, CA",2024-07-31,60.0,900925.427400493,222618.33385755983
"Merced, CA",2024-07-31,61.0,420660.1919426312,106446.84403783944
"Santa Cruz, CA",2024-07-31,54.0,1169154.487682541,287128.7230944616
"Chico, CA",2024-07-31,53.0,399717.8342333034,104365.37586785451
"Redding, CA",2024-07-31,58.0,371984.05458435294,97510.87573254324
"El Centro, CA",2024-07-31,66.0,349542.0458946624,89500.7509756224
"Yuba City, CA",2024-07-31,59.0,433605.2443447107,112118.188931341
"Madera, CA",2024-07-31,52.0,414501.16705529846,106963.75993527973
"Hanford, CA",2024-07-31,54.0,349177.6994530348,89590.1879991022
"Napa, CA",2024-07-31,49.0,919716.7193913856,231841.86256817784
"Los Angeles, CA",2024-08-31,66.0,961077.5752444998,230159.73354840724
"San Francisco, CA",2024-08-31,75.0,1161774.3916686105,284246.23542473174
"Riverside, CA",2024-08-31,60.0,590972.206182224,146620.20206500244
"San Diego, CA",2024-08-31,59.0,952345.8468687616,230169.84223329
"Sacramento, CA",2024-08-31,64.0,587024.6722199876,146180.01011480123
"San Jose, CA",2024-08-31,85.0,1613273.268084694,381176.52035116695
"Fresno, CA",2024-08-31,60.0,400711.840420593,100787.98058562876
"Bakersfield, CA",2024-08-31,58.0,357760.2232512547,91999.28739713583
"Oxnard, CA",2024-08-31,60.0,883539.1715046273,215712.16570807152
"Stockton, CA",2024-08-31,62.0,545827.1031100056,135169.38276922368
"Modesto, CA",2024-08-31,63.0,469368.3815223702,115598.81551443388
"Santa Rosa, CA",2024-08-31,57.0,813388.3617384372,199950.59592508545
"Visalia, CA",2024-08-31,57.0,350076.42545061425,86478.2174231868
"Vallejo, CA",2024-08-31,60.0,593699.4661623003,149320.5041697574
"Santa Maria, CA",2024-08-31,54.0,972160.564881197,234215.9673872396
"Salinas, CA",2024-08-31,56.0,839330.4099282711,203283.2654529904
"San Luis Obispo, CA",2024-08-31,59.0,895621.8914725342,216317.2022659073
"Merced, CA",2024-08-31,57.0,420675.19177753816,103569.91647147165
"Santa Cruz, CA",2024-08-31,50.0,1161345.4730156509,278918.42756087
"Chico, CA",2024-08-31,53.0,397969.0549896297,101407.05009908033
"Redding, CA",2024-08-31,59.0,371919.29179986793,94877.19318722372
"El Centro, CA",2024-08-31,65.0,349648.6522240098,87176.85614806923
"Yuba City, CA",2024-08-31,59.0,432456.43361132336,109051.36826860203
"Madera, CA",2024-08-31,50.0,414089.9920902069,104157.58930459658
"Hanford, CA",2024-08-31,54.0,349273.1532986731,87045.70875518202
"Napa, CA",2024-08-31,46.0,912615.8360522026,225094.72035892349
"Los Angeles, CA",2024-09-30,63.0,958195.0768247892,225685.7139000632
"San Francisco, CA",2024-09-30,68.0,1149399.861197834,276557.7262636636
"Riverside, CA",2024-09-30,59.0,589751.5198609087,143322.0171309407
"San Diego, CA",2024-09-30,57.0,947123.6368736954,224090.8861662676
"Sacramento, CA",2024-09-30,63.0,584302.763742287,142653.54783934538
"San Jose, CA",2024-09-30,82.0,1598712.5331268194,373769.655609399
"Fresno, CA",2024-09-30,58.0,399784.4212819561,98394.85153115162
"Bakersfield, CA",2024-09-30,57.0,357210.1224780877,90024.49679554447
"Oxnard, CA",2024-09-30,58.0,881075.9661440523,210486.95027615663
"Stockton, CA",2024-09-30,59.0,543034.0107035054,131830.37050159427
"Modesto, CA",2024-09-30,62.0,467797.0392722089,112869.50649891738
"Santa Rosa, CA",2024-09-30,55.0,807069.9428817419,194912.6727064253
"Visalia, CA",2024-09-30,54.0,349620.7259958287,84489.34278933534
"Vallejo, CA",2024-09-30,55.0,590480.1658599038,145416.1916012418
"Santa Maria, CA",2024-09-30,52.0,969819.0734709796,228994.63518104536
"Salinas, CA",2024-09-30,55.0,836318.4210295205,198292.9125075401
"San Luis Obispo, CA",2024-09-30,55.0,889745.6275095231,210888.8220608492
"Merced, CA",2024-09-30,56.0,419406.4240133631,101122.00835386464
"Santa Cruz, CA",2024-09-30,48.0,1153039.0644258093,271747.1982382834
"Chico, CA",2024-09-30,53.0,395211.2258849776,98998.10890162917
"Redding, CA",2024-09-30,53.0,370516.6468691493,92745.3170582812
"El Centro, CA",2024-09-30,61.0,350167.79238027195,85208.86802394871
"Yuba City, CA",2024-09-30,59.0,430540.839257451,106504.90186366258
"Madera, CA",2024-09-30,48.0,413304.19164243655,101844.91012928232
"Hanford, CA",2024-09-30,50.0,349573.74230237026,85065.12499200701
"Napa, CA",2024-09-30,41.0,902444.5807323288,219026.4637032189
"Los Angeles, CA",2024-10-31,62.0,955218.0154062868,231771.3834426176
"San Francisco, CA",2024-10-31,63.0,1142276.0297206177,281737.25088250096
"Riverside, CA",2024-10-31,57.0,587278.1595555373,146604.73278328328
"San Diego, CA",2024-10-31,55.0,941633.3239081872,228748.42787972576
"Sacramento, CA",2024-10-31,61.0,581998.7520493948,145651.99704256735
"San Jose, CA",2024-10-31,78.0,1596126.712243335,384350.6234572152
"Fresno, CA",2024-10-31,57.0,399047.66534299904,100534.32503875956
"Bakersfield, CA",2024-10-31,55.0,357378.58334635315,92075.27011454404
"Oxnard, CA",2024-10-31,56.0,875972.1186991658,214921.9209610654
"Stockton, CA",2024-10-31,57.0,541610.0353667781,134623.55087441704
"Modesto, CA",2024-10-31,60.0,466449.3429464646,115310.79077292696
"Santa Rosa, CA",2024-10-31,53.0,801760.6449249678,198818.5401417093
"Visalia, CA",2024-10-31,50.0,348971.8258287863,86445.46511875406
"Vallejo, CA",2024-10-31,55.0,588950.1467081974,148274.32301917532
"Santa Maria, CA",2024-10-31,51.0,964073.4269494058,234093.2687443141
"Salinas, CA",2024-10-31,54.0,833454.0528496035,202553.48452466147
"San Luis Obispo, CA",2024-10-31,53.0,886560.1531899546,215330.1927101336
"Merced, CA",2024-10-31,54.0,417752.50900526607,103295.74884085557
"Santa Cruz, CA",2024-10-31,49.0,1144741.4520929318,277009.7040591589
"Chico, CA",2024-10-31,52.0,393802.7579613534,100970.23596893396
"Redding, CA",2024-10-31,50.0,369670.0684768755,94746.3315124894
"El Centro, CA",2024-10-31,57.0,351090.4766491951,87325.48509612097
"Yuba City, CA",2024-10-31,54.0,428810.9999329759,108692.5901675522
"Madera, CA",2024-10-31,50.0,413123.7085865557,104151.79229991282
"Hanford, CA",2024-10-31,48.0,349443.1502553908,87053.08316912182
"Napa, CA",2024-10-31,43.0,896073.5548688533,222806.4156746801
"Los Angeles, CA",2024-11-30,63.0,952972.8822850204,240386.31450635684
"San Francisco, CA",2024-11-30,73.0,1139397.0955894776,290703.38813633367
"Riverside, CA",2024-11-30,57.0,585332.575121344,151578.1063077503
"San Diego, CA",2024-11-30,56.0,938838.783461212,236228.0560165737
"Sacramento, CA",2024-11-30,60.0,580194.221316524,150426.75261822226
"San Jose, CA",2024-11-30,94.0,1600341.6528969982,400015.80982833647
"Fresno, CA",2024-11-30,57.0,398628.8231085093,103834.60009124468
"Bakersfield, CA",2024-11-30,53.0,357318.6523695621,95156.0574218565
"Oxnard, CA",2024-11-30,57.0,873394.848898737,221744.603014176
"Stockton, CA",2024-11-30,57.0,540739.3346148914,139070.8558856582
"Modesto, CA",2024-11-30,59.0,466341.5463788381,119179.6366066866
"Santa Rosa, CA",2024-11-30,56.0,799024.291081575,205102.40373620915
"Visalia, CA",2024-11-30,51.0,348887.7681976545,89440.2795042501
"Vallejo, CA",2024-11-30,59.0,588085.1644950256,153051.5062444263
"Santa Maria, CA",2024-11-30,50.0,959596.2862953964,241605.80080951928
"Salinas, CA",2024-11-30,54.0,831835.3722935232,209308.7414049147
"San Luis Obispo, CA",2024-11-30,52.0,885775.5451045946,222596.96977546217
"Merced, CA",2024-11-30,52.0,416591.9203327158,106619.1277708618
"Santa Cruz, CA",2024-11-30,49.0,1135216.1471554523,285196.9311616557
"Chico, CA",2024-11-30,49.0,391995.7229213005,104106.87766362428
"Redding, CA",2024-11-30,50.0,368127.6832733543,97712.19112664791
"El Centro, CA",2024-11-30,54.0,351899.26714402443,90566.95947563532
"Yuba City, CA",2024-11-30,53.0,427042.4378295728,112114.33754452156
"Madera, CA",2024-11-30,49.0,412178.9407870876,107688.22615219266
"Hanford, CA",2024-11-30,46.0,349755.5608613233,90114.9078299489
"Napa, CA",2024-11-30,43.0,892154.9014310902,229194.38336701307
"Los Angeles, CA",2024-12-31,66.0,950798.6912611404,239554.23357078893
"San Francisco, CA",2024-12-31,98.0,1134843.8012101203,288814.66733957897
"Riverside, CA",2024-12-31,58.0,583643.1333801461,150730.43310402447
"San Diego, CA",2024-12-31,60.0,935977.7598829924,234569.38093439487
"Sacramento, CA",2024-12-31,62.0,577701.0156424973,149573.81963111166
"San Jose, CA",2024-12-31,127.0,1600556.913348235,400077.5026583439
"Fresno, CA",2024-12-31,58.0,398636.6672933992,103337.88426040816
"Bakersfield, CA",2024-12-31,54.0,357298.5781632649,94819.01267512966
"Oxnard, CA",2024-12-31,61.0,871032.212984046,220000.6210395009
"Stockton, CA",2024-12-31,58.0,539096.5883125886,138338.77494087958
"Modesto, CA",2024-12-31,60.0,465307.0762601669,118568.47964716027
"Santa Rosa, CA",2024-12-31,60.0,795122.9474937549,203588.6335630728
"Visalia, CA",2024-12-31,54.0,349291.5229299553,89126.6340310625
"Vallejo, CA",2024-12-31,62.0,586034.6988066148,152217.29850022148
"Santa Maria, CA",2024-12-31,52.0,957135.806338176,239669.94771169728
"Salinas, CA",2024-12-31,56.0,831160.4523488752,208016.6882828545
"San Luis Obispo, CA",2024-12-31,55.0,885712.181606726,221702.61370413643
"Merced, CA",2024-12-31,53.0,414581.0897646219,105883.0863473462
"Santa Cruz, CA",2024-12-31,52.0,1128691.6048972993,282409.3103734988
"Chico, CA",2024-12-31,51.0,390945.5953945628,103580.60479721324
"Redding, CA",2024-12-31,57.0,367110.9940704436,97211.7641374455
"El Centro, CA",2024-12-31,52.0,353655.6326566112,90532.66027605502
"Yuba City, CA",2024-12-31,52.0,425458.9324624296,111439.82840988452
"Madera, CA",2024-12-31,49.0,412566.83223977615,107408.27247955788
"Hanford, CA",2024-12-31,46.0,349941.6870529489,89777.59690403019
"Napa, CA",2024-12-31,46.0,890028.2623677887,227442.94360205115
"Los Angeles, CA",2025-01-31,69.0,946930.8873592232,244616.38213316232
"San Francisco, CA",2025-01-31,117.0,1129010.250732988,294728.6225156457
"Riverside, CA",2025-01-31,58.0,580994.4270422703,153732.16133740477
"San Diego, CA",2025-01-31,64.0,932107.6955386556,239432.06531634976
"Sacramento, CA",2025-01-31,65.0,574975.8217439656,152664.8364589392
"San Jose, CA",2025-01-31,149.0,1600673.3432391568,409490.3979625755
"Fresno, CA",2025-01-31,58.0,397747.94556410704,105633.74702101536
"Bakersfield, CA",2025-01-31,56.0,356804.5902872447,96939.80365869217
"Oxnard, CA",2025-01-31,66.0,868900.0303673439,224549.1117069756
"Stockton, CA",2025-01-31,59.0,536586.2746273867,141246.32201158162
"Modesto, CA",2025-01-31,62.0,463123.642219477,121149.66084327702
"Santa Rosa, CA",2025-01-31,64.0,791032.7725413135,207608.7972960289
"Visalia, CA",2025-01-31,56.0,348848.5069290337,91285.8922788568
"Vallejo, CA",2025-01-31,63.0,583615.8119224528,155378.07007511915
"Santa Maria, CA",2025-01-31,56.0,954860.5998672644,244639.28092094188
"Salinas, CA",2025-01-31,57.0,828387.1409465398,212434.01230879084
"San Luis Obispo, CA",2025-01-31,57.0,882531.646213126,226953.25217085052
"Merced, CA",2025-01-31,56.0,413091.3538459621,108056.52335122114
"Santa Cruz, CA",2025-01-31,55.0,1118567.562842106,287590.6957898629
"Chico, CA",2025-01-31,52.0,389333.46788438497,105721.5529292813
"Redding, CA",2025-01-31,62.0,365286.3053335086,99205.78766165995
"El Centro, CA",2025-01-31,53.0,354147.0227442163,92936.3415188037
"Yuba City, CA",2025-01-31,54.0,423106.4856721693,113681.24365852104
"Madera, CA",2025-01-31,50.0,411807.4447547763,109918.4212601135
"Hanford, CA",2025-01-31,46.0,350077.3310240972,91946.17686985298
"Napa, CA",2025-01-31,46.0,886931.8770225729,232233.35555924923
