RegionName,Date,ZHVI,Income Needed
"Los Angeles, CA",2012-01-31,361622.2940385279,74377.6640996397
"San Francisco, CA",2012-01-31,425247.9862822436,87101.59574358283
"Riverside, CA",2012-01-31,182578.88341130663,40685.53935900377
"San Diego, CA",2012-01-31,332140.17790341727,73956.53212546751
"Sacramento, CA",2012-01-31,205541.70549941767,43918.873851696735
"San Jose, CA",2012-01-31,468657.8301227659,97391.55588182664
"Fresno, CA",2012-01-31,138469.4784709473,30545.451761791464
"Bakersfield, CA",2012-01-31,119525.48928703491,28215.32205422861
"Oxnard, CA",2012-01-31,380290.71210213617,78321.64538469765
"Stockton, CA",2012-01-31,157792.0964390995,34184.94458700515
"Modesto, CA",2012-01-31,134662.8002086458,29222.499902295604
"Santa Rosa, CA",2012-01-31,329732.4015498604,969095.5363967662
"Visalia, CA",2012-01-31,122268.46028724567,26926.94828440075
"Vallejo, CA",2012-01-31,189610.3841130274,40554.01044348289
"Santa Maria, CA",2012-01-31,343219.9594251654,70089.97915861348
"Salinas, CA",2012-01-31,296018.6472448442,60419.23857828782
"San Luis Obispo, CA",2012-01-31,339398.6413317148,69185.80390263657
"Merced, CA",2012-01-31,117768.99079893554,26505.24292535784
"Santa Cruz, CA",2012-01-31,441401.5892024279,88202.91494230088
"Chico, CA",2012-01-31,177941.1425277916,38676.012794491326
"Redding, CA",2012-01-31,167212.12042999754,36075.82930435126
"El Centro, CA",2012-01-31,132486.62150843066,27609.18209669513
"Yuba City, CA",2012-01-31,134195.93384015016,452534.9824223851
"Madera, CA",2012-01-31,133652.80085167522,29713.698096157405
"Hanford, CA",2012-01-31,148616.7466055712,32858.24662201528
"Napa, CA",2012-01-31,350397.8212609769,74106.49663993077
"Los Angeles, CA",2012-02-29,361771.7537418464,73909.96042220572
"San Francisco, CA",2012-02-29,425219.565716986,86785.17130568493
"Riverside, CA",2012-02-29,182314.54143982357,40462.018296170296
"San Diego, CA",2012-02-29,332300.01240157976,73984.1298084719
"Sacramento, CA",2012-02-29,205239.012750802,43745.72449772157
"San Jose, CA",2012-02-29,482148.9858910101,97235.031607604
"Fresno, CA",2012-02-29,139843.268083874,30618.911637046964
"Bakersfield, CA",2012-02-29,120169.20217670982,28396.50716149937
"Oxnard, CA",2012-02-29,374726.8761865712,77336.83507493664
"Stockton, CA",2012-02-29,158703.55730632338,34272.08287260158
"Modesto, CA",2012-02-29,134659.33402641793,29203.27995872363
"Santa Rosa, CA",2012-02-29,328008.9169006722,967143.397090524
"Visalia, CA",2012-02-29,122089.58677376142,26918.458646490995
"Vallejo, CA",2012-02-29,189279.06427509052,40394.05952833365
"Santa Maria, CA",2012-02-29,343700.0196549678,69827.35110834654
"Salinas, CA",2012-02-29,294553.34592965664,60352.25062270972
"San Luis Obispo, CA",2012-02-29,341919.5397203398,69096.90513079862
"Merced, CA",2012-02-29,116806.73382678868,26244.2147802831
"Santa Cruz, CA",2012-02-29,439325.30913778,88015.7399370542
"Chico, CA",2012-02-29,176690.43707577023,38507.44318690958
"Redding, CA",2012-02-29,167326.70147472175,36153.90391141041
"El Centro, CA",2012-02-29,132705.3238644659,28144.19367537401
"Yuba City, CA",2012-02-29,134257.64154576,453166.0980123796
"Madera, CA",2012-02-29,133938.3425372663,29683.39727339409
"Hanford, CA",2012-02-29,145826.27241992898,32565.126359626876
"Napa, CA",2012-02-29,352085.2814272973,74055.59644967844
"Los Angeles, CA",2012-03-31,363446.5997310415,73851.4175576165
"San Francisco, CA",2012-03-31,428863.15070659947,87147.08463606014
"Riverside, CA",2012-03-31,182525.63345712883,40555.03048246962
"San Diego, CA",2012-03-31,333530.2311970729,74594.20363623615
"Sacramento, CA",2012-03-31,206051.687540579,44020.90386825222
"San Jose, CA",2012-03-31,499783.9598244501,98594.64485885573
"Fresno, CA",2012-03-31,141449.02139608402,31011.62941278717
"Bakersfield, CA",2012-03-31,121136.74207478527,28712.18043448813
"Oxnard, CA",2012-03-31,371912.4263361415,76958.99434640133
"Stockton, CA",2012-03-31,159867.07045157673,34750.506937087994
"Modesto, CA",2012-03-31,134869.50754101478,29414.716129159693
"Santa Rosa, CA",2012-03-31,328641.89975125063,968916.1473132852
"Visalia, CA",2012-03-31,122297.07729477134,27094.03671684173
"Vallejo, CA",2012-03-31,189196.54861513068,40507.77095615008
"Santa Maria, CA",2012-03-31,346085.52927981544,70225.8455024338
"Salinas, CA",2012-03-31,293758.8526533059,60738.616640812994
"San Luis Obispo, CA",2012-03-31,347462.25871241774,69679.40091077011
"Merced, CA",2012-03-31,116382.83259168969,26284.17012361373
"Santa Cruz, CA",2012-03-31,441233.8083778693,88615.98888011943
"Chico, CA",2012-03-31,177523.77701917032,38491.59564526158
"Redding, CA",2012-03-31,168024.69361146932,36426.789722760055
"El Centro, CA",2012-03-31,130775.00281434898,28590.753349452767
"Yuba City, CA",2012-03-31,135136.8112979528,455053.4809318379
"Madera, CA",2012-03-31,134045.84778543806,29851.231813708288
"Hanford, CA",2012-03-31,142854.5483181913,32458.41722540811
"Napa, CA",2012-03-31,356055.75799718127,74663.65991229292
"Los Angeles, CA",2012-04-30,366117.1057032044,73123.17893468577
"San Francisco, CA",2012-04-30,435287.0858943864,87009.72051298781
"Riverside, CA",2012-04-30,183852.9952823264,40349.66836216822
"San Diego, CA",2012-04-30,335130.9898295363,74286.80928765176
"Sacramento, CA",2012-04-30,207845.9103419605,43937.61822703225
"San Jose, CA",2012-04-30,515869.13344075787,99497.18658126675
"Fresno, CA",2012-04-30,143713.59403461777,31187.75048550589
"Bakersfield, CA",2012-04-30,122621.14407815455,28820.52730959576
"Oxnard, CA",2012-04-30,372422.3592835215,75954.53050903032
"Stockton, CA",2012-04-30,160990.56229282555,34852.41420292137
"Modesto, CA",2012-04-30,136183.3118210824,29354.052881693777
"Santa Rosa, CA",2012-04-30,330259.89829166414,968576.9576321314
"Visalia, CA",2012-04-30,123486.21900461984,27048.429959824967
"Vallejo, CA",2012-04-30,190345.1172053364,40276.849690561205
"Santa Maria, CA",2012-04-30,348915.64782153466,70017.3456710428
"Salinas, CA",2012-04-30,293863.65963652666,60312.12495792711
"San Luis Obispo, CA",2012-04-30,352585.138648813,70064.034922365
"Merced, CA",2012-04-30,117426.74977437586,26157.753060094983
"Santa Cruz, CA",2012-04-30,446998.5236739708,88635.15087496517
"Chico, CA",2012-04-30,179270.90431814257,38267.78930680477
"Redding, CA",2012-04-30,168446.9722136014,36289.18234841075
"El Centro, CA",2012-04-30,131797.0714723916,28467.41822109414
"Yuba City, CA",2012-04-30,136732.85076066892,457971.5095034736
"Madera, CA",2012-04-30,135201.7408722362,29751.84135178135
"Hanford, CA",2012-04-30,141701.678332636,31888.039549951805
"Napa, CA",2012-04-30,362144.00965362025,75096.23444395303
"Los Angeles, CA",2012-05-31,369175.96096772666,72183.04701297292
"San Francisco, CA",2012-05-31,442057.444457744,86591.48933250396
"Riverside, CA",2012-05-31,185436.91785666512,40074.141382566086
"San Diego, CA",2012-05-31,338662.4395300487,73672.6069517615
"Sacramento, CA",2012-05-31,209904.8053340747,43648.10115487271
"San Jose, CA",2012-05-31,530378.9226734474,99688.1288476534
"Fresno, CA",2012-05-31,145888.4201958049,31177.812717056106
"Bakersfield, CA",2012-05-31,124636.40649393023,28766.72937094501
"Oxnard, CA",2012-05-31,372642.9484475291,74697.63117429512
"Stockton, CA",2012-05-31,163059.9587125642,34731.202013810325
"Modesto, CA",2012-05-31,138115.55889159313,29164.83180727354
"Santa Rosa, CA",2012-05-31,332994.29453568195,967009.1949119864
"Visalia, CA",2012-05-31,125347.16009955142,26909.58815131902
"Vallejo, CA",2012-05-31,192797.44225699976,40009.145976709166
"Santa Maria, CA",2012-05-31,352123.7514533123,69595.88723089464
"Salinas, CA",2012-05-31,295190.69501010305,59606.368440617785
"San Luis Obispo, CA",2012-05-31,358525.34449037886,70063.67963216746
"Merced, CA",2012-05-31,119416.1191000434,26046.912992382902
"Santa Cruz, CA",2012-05-31,454869.32190196216,88234.31621799551
"Chico, CA",2012-05-31,180947.388976922,37914.48676983337
"Redding, CA",2012-05-31,169090.42263343814,35914.45017315447
"El Centro, CA",2012-05-31,132579.71288029055,28211.00063083829
"Yuba City, CA",2012-05-31,137826.60560250463,460701.5222001981
"Madera, CA",2012-05-31,137211.82390887034,29554.32568251397
"Hanford, CA",2012-05-31,141404.7866051759,31314.02521579649
"Napa, CA",2012-05-31,366839.9642696665,75258.25951816542
"Los Angeles, CA",2012-06-30,373156.120642938,71461.28525728734
"San Francisco, CA",2012-06-30,451152.64365817705,86390.4804388878
"Riverside, CA",2012-06-30,187394.38545719345,39848.40579834944
"San Diego, CA",2012-06-30,343396.4287699522,73308.74517383373
"Sacramento, CA",2012-06-30,213673.48908674423,43403.5069323977
"San Jose, CA",2012-06-30,544310.9683861978,99873.13481889694
"Fresno, CA",2012-06-30,147949.5557564231,31159.756671402345
"Bakersfield, CA",2012-06-30,126591.59522108492,28768.7722652756
"Oxnard, CA",2012-06-30,375456.800479708,73743.68676507763
"Stockton, CA",2012-06-30,165409.90712059313,34579.13746042626
"Modesto, CA",2012-06-30,140169.35485983166,29029.04722353601
"Santa Rosa, CA",2012-06-30,338609.30595242506,968075.4944699288
"Visalia, CA",2012-06-30,127093.39408299443,26815.81371712282
"Vallejo, CA",2012-06-30,195897.6889054572,39932.49366034175
"Santa Maria, CA",2012-06-30,354750.4810656884,69037.8756215703
"Salinas, CA",2012-06-30,298119.62474547536,58958.43588410749
"San Luis Obispo, CA",2012-06-30,365671.419381856,69891.66799749086
"Merced, CA",2012-06-30,121172.3052442709,26009.727059648976
"Santa Cruz, CA",2012-06-30,463879.1953463328,88011.7187636518
"Chico, CA",2012-06-30,183800.09000169448,37626.2683826921
"Redding, CA",2012-06-30,171437.77200698692,35619.83534537193
"El Centro, CA",2012-06-30,132856.37049706365,28046.792640563643
"Yuba City, CA",2012-06-30,139207.88990678865,462479.8494722841
"Madera, CA",2012-06-30,139478.52550725397,29434.844766205024
"Hanford, CA",2012-06-30,141964.4754448712,30928.04538758177
"Napa, CA",2012-06-30,372474.2357765499,75131.0000526793
"Los Angeles, CA",2012-07-31,377405.0795719828,71010.86912239427
"San Francisco, CA",2012-07-31,460277.5886351192,86313.64173077297
"Riverside, CA",2012-07-31,189509.6815410489,39613.52759418121
"San Diego, CA",2012-07-31,347764.0812711697,72989.9558162037
"Sacramento, CA",2012-07-31,216912.45877730515,43119.5069148105
"San Jose, CA",2012-07-31,555752.9823697408,100646.90705968108
"Fresno, CA",2012-07-31,149781.37117334022,31090.621084179875
"Bakersfield, CA",2012-07-31,127941.80489806696,28652.84791716041
"Oxnard, CA",2012-07-31,379276.94363902434,72977.96098704875
"Stockton, CA",2012-07-31,167819.0835772392,34424.54040565526
"Modesto, CA",2012-07-31,142167.81252201556,28943.762195761283
"Santa Rosa, CA",2012-07-31,344158.74720933323,971603.56145504
"Visalia, CA",2012-07-31,127839.8699722856,26676.94886293125
"Vallejo, CA",2012-07-31,199219.39756105517,39907.41270289909
"Santa Maria, CA",2012-07-31,358521.56305870984,68427.69512982148
"Salinas, CA",2012-07-31,301747.3211869643,58440.38953218505
"San Luis Obispo, CA",2012-07-31,371719.1870735715,69647.1734434824
"Merced, CA",2012-07-31,122919.7055982872,25977.322087098237
"Santa Cruz, CA",2012-07-31,472868.4827453465,87697.79222621927
"Chico, CA",2012-07-31,185874.0519572398,37220.82734189911
"Redding, CA",2012-07-31,172803.46781155484,35293.63183061304
"El Centro, CA",2012-07-31,133377.95714167767,27667.447857273022
"Yuba City, CA",2012-07-31,140804.02227234482,463549.9883118867
"Madera, CA",2012-07-31,141819.42114116056,29359.023171864235
"Hanford, CA",2012-07-31,142804.98611587277,30575.823641488183
"Napa, CA",2012-07-31,377744.5932326097,74646.29945789686
"Los Angeles, CA",2012-08-31,381791.9679175632,72099.60645987162
"San Francisco, CA",2012-08-31,468246.2638319848,87919.08808347805
"Riverside, CA",2012-08-31,191460.8491670063,39988.292617441126
"San Diego, CA",2012-08-31,351301.6148815703,73837.22023283782
"Sacramento, CA",2012-08-31,219729.2238101394,43559.62893815454
"San Jose, CA",2012-08-31,566741.5078606589,103767.55726510554
"Fresno, CA",2012-08-31,151149.82446997665,31470.57081262107
"Bakersfield, CA",2012-08-31,129131.46818639376,28906.811688704634
"Oxnard, CA",2012-08-31,383388.5634148725,73684.19487152991
"Stockton, CA",2012-08-31,169804.83042985832,34795.93418288785
"Modesto, CA",2012-08-31,143706.98582754968,29327.56743860691
"Santa Rosa, CA",2012-08-31,349100.67738354305,979939.9759316172
"Visalia, CA",2012-08-31,128937.11219403484,26867.37054756496
"Vallejo, CA",2012-08-31,201456.664834816,40546.420939841344
"Santa Maria, CA",2012-08-31,363007.45270289393,69113.53723853991
"Salinas, CA",2012-08-31,305130.3897829005,59070.48613326615
"San Luis Obispo, CA",2012-08-31,376813.7405700804,70580.07783498512
"Merced, CA",2012-08-31,124594.68498663612,26310.67503816817
"Santa Cruz, CA",2012-08-31,479704.978250678,88911.11118394602
"Chico, CA",2012-08-31,187418.9321323957,37514.57815903755
"Redding, CA",2012-08-31,172463.1871111453,35444.03951249335
"El Centro, CA",2012-08-31,134802.03746226858,27708.28578370752
"Yuba City, CA",2012-08-31,141742.47401137068,465522.7587166413
"Madera, CA",2012-08-31,143314.46214742784,29689.476084685248
"Hanford, CA",2012-08-31,143618.69772675398,30681.353946384166
"Napa, CA",2012-08-31,382524.3685329773,75495.72149048308
"Los Angeles, CA",2012-09-30,384902.6541427564,72484.2809700036
"San Francisco, CA",2012-09-30,474297.8883088269,88507.71650825594
"Riverside, CA",2012-09-30,193343.1033857324,39960.16683867022
"San Diego, CA",2012-09-30,354970.40273704735,73802.14449247562
"Sacramento, CA",2012-09-30,222018.47577712912,43483.18629846826
"San Jose, CA",2012-09-30,574011.0324744651,105864.83147949152
"Fresno, CA",2012-09-30,152506.69853442893,31470.194491809005
"Bakersfield, CA",2012-09-30,130595.27481653154,28819.710081144403
"Oxnard, CA",2012-09-30,386983.6849096138,73493.04549298082
"Stockton, CA",2012-09-30,171697.83062501182,34756.13337610749
"Modesto, CA",2012-09-30,145154.29729606147,29349.955582963423
"Santa Rosa, CA",2012-09-30,352867.0605699689,989691.8301247184
"Visalia, CA",2012-09-30,130310.4333561317,26714.777412024167
"Vallejo, CA",2012-09-30,203710.57581233524,40633.45558831096
"Santa Maria, CA",2012-09-30,365525.0962750498,69084.41848887836
"Salinas, CA",2012-09-30,306643.7019915489,59003.16646014642
"San Luis Obispo, CA",2012-09-30,378878.4415587377,70613.32167755891
"Merced, CA",2012-09-30,126288.34622910696,26330.88091204251
"Santa Cruz, CA",2012-09-30,481596.4775196775,88776.89011094603
"Chico, CA",2012-09-30,189235.0358753978,37356.16849363559
"Redding, CA",2012-09-30,173165.4855496078,35131.585552005774
"El Centro, CA",2012-09-30,135383.4668644217,27401.92406945324
"Yuba City, CA",2012-09-30,142942.0778598335,468311.2880070776
"Madera, CA",2012-09-30,144942.33104915664,29677.71490650544
"Hanford, CA",2012-09-30,144063.21627473063,30383.69740171648
"Napa, CA",2012-09-30,385271.49822154624,75443.64930090279
"Los Angeles, CA",2012-10-31,387695.0201656288,72979.91955274952
"San Francisco, CA",2012-10-31,479651.5971299623,89113.29822805921
"Riverside, CA",2012-10-31,195027.52943059543,40035.92253640098
"San Diego, CA",2012-10-31,357535.04251101776,73938.97682792673
"Sacramento, CA",2012-10-31,224532.3818533109,43565.69915382357
"San Jose, CA",2012-10-31,580179.3822781118,107806.72875315788
"Fresno, CA",2012-10-31,153696.64606867792,31546.997429746458
"Bakersfield, CA",2012-10-31,131497.0675740876,28836.07855427408
"Oxnard, CA",2012-10-31,389885.1535854664,73459.59984628046
"Stockton, CA",2012-10-31,173524.5508689996,34823.5273374967
"Modesto, CA",2012-10-31,146442.76255748697,29351.54521870913
"Santa Rosa, CA",2012-10-31,356251.85479175585,1002257.1117295892
"Visalia, CA",2012-10-31,131248.72472403132,26697.11883779738
"Vallejo, CA",2012-10-31,206284.53014202128,40738.60375634263
"Santa Maria, CA",2012-10-31,367752.0717534781,69177.63806708319
"Salinas, CA",2012-10-31,308353.54157431953,59005.14157840509
"San Luis Obispo, CA",2012-10-31,381663.7376209199,70681.95577874602
"Merced, CA",2012-10-31,127605.2307583802,26387.66364572036
"Santa Cruz, CA",2012-10-31,483574.3131159608,88658.23066423679
"Chico, CA",2012-10-31,191210.43314501716,37443.12173716722
"Redding, CA",2012-10-31,173695.540585301,34969.66895481178
"El Centro, CA",2012-10-31,136627.88458812327,27296.86306059597
"Yuba City, CA",2012-10-31,143758.05709320804,471676.3251799051
"Madera, CA",2012-10-31,145684.67238238684,29683.941389449952
"Hanford, CA",2012-10-31,144333.33661096852,30166.90242270105
"Napa, CA",2012-10-31,389307.9131421268,75737.14507576547
"Los Angeles, CA",2012-11-30,391316.1108204063,74077.40191539677
"San Francisco, CA",2012-11-30,484876.5860040084,90385.34984004512
"Riverside, CA",2012-11-30,196659.9911906089,40467.32135363419
"San Diego, CA",2012-11-30,360256.075361854,74683.90723333406
"Sacramento, CA",2012-11-30,227177.3549069771,44126.75372378777
"San Jose, CA",2012-11-30,586907.1727411136,110436.62092500505
"Fresno, CA",2012-11-30,154442.04150558618,31835.223790411157
"Bakersfield, CA",2012-11-30,132485.7063099531,29138.126263039547
"Oxnard, CA",2012-11-30,392472.0553253645,74000.69190530897
"Stockton, CA",2012-11-30,175545.51474958129,35189.79077590403
"Modesto, CA",2012-11-30,147524.3854259862,29614.729387577525
"Santa Rosa, CA",2012-11-30,359355.3052261352,1015600.1080090512
"Visalia, CA",2012-11-30,132203.863070428,26939.111895372756
"Vallejo, CA",2012-11-30,209249.7327657287,41206.38387439374
"Santa Maria, CA",2012-11-30,372325.85518102575,69825.69778853167
"Salinas, CA",2012-11-30,311232.505853114,59366.915195015856
"San Luis Obispo, CA",2012-11-30,384858.9380393673,71459.02487609147
"Merced, CA",2012-11-30,128903.68544696317,26626.062457942204
"Santa Cruz, CA",2012-11-30,486215.7105630055,89279.24106412788
"Chico, CA",2012-11-30,192265.71037248927,37826.42317092908
"Redding, CA",2012-11-30,174242.62316499377,35211.0888462971
"El Centro, CA",2012-11-30,136278.9752550137,27386.868182563678
"Yuba City, CA",2012-11-30,144385.3365889351,475852.921604253
"Madera, CA",2012-11-30,147082.72972130805,30045.19192893398
"Hanford, CA",2012-11-30,144100.38882246276,30239.128970026028
"Napa, CA",2012-11-30,393504.59451309405,76678.54705257756
"Los Angeles, CA",2012-12-31,394736.8922078863,75312.0898920721
"San Francisco, CA",2012-12-31,489847.2210825293,91850.6462693553
"Riverside, CA",2012-12-31,199162.17351605347,41018.3877572406
"San Diego, CA",2012-12-31,363163.1136938146,75626.49193719508
"Sacramento, CA",2012-12-31,230519.02417006463,44873.73736441554
"San Jose, CA",2012-12-31,593587.660559851,113136.43793551564
"Fresno, CA",2012-12-31,155715.680686202,32176.87315131066
"Bakersfield, CA",2012-12-31,134126.15554579333,29537.32384573312
"Oxnard, CA",2012-12-31,394999.62676708045,74712.76231833769
"Stockton, CA",2012-12-31,178281.83625438844,35702.977643024715
"Modesto, CA",2012-12-31,149986.57673887874,30041.54323170967
"Santa Rosa, CA",2012-12-31,363661.6654670033,1029820.971738086
"Visalia, CA",2012-12-31,134009.31511549203,27309.093984734296
"Vallejo, CA",2012-12-31,212948.6580813533,41878.95100990032
"Santa Maria, CA",2012-12-31,375396.3857462278,70669.22235717057
"Salinas, CA",2012-12-31,314039.1439040754,60062.306120172485
"San Luis Obispo, CA",2012-12-31,388215.44177252,72526.16251677052
"Merced, CA",2012-12-31,130865.41558763543,26941.697460701143
"Santa Cruz, CA",2012-12-31,490386.8038966191,90440.90153306452
"Chico, CA",2012-12-31,193703.81388763283,38411.68404526999
"Redding, CA",2012-12-31,174106.20177100966,35490.92147200076
"El Centro, CA",2012-12-31,136829.54204536646,27604.524433643262
"Yuba City, CA",2012-12-31,145511.8721135719,480278.4944511383
"Madera, CA",2012-12-31,148922.6660683517,30497.075607583407
"Hanford, CA",2012-12-31,144807.8373074471,30414.5981790852
"Napa, CA",2012-12-31,397542.80763433926,77980.38004937733
"Los Angeles, CA",2013-01-31,399147.1027806873,76805.21990039074
"San Francisco, CA",2013-01-31,495569.4881903706,94053.257304688
"Riverside, CA",2013-01-31,201869.25583436567,42507.457520734526
"San Diego, CA",2013-01-31,366769.4682400944,77126.51578465952
"Sacramento, CA",2013-01-31,233991.7472733191,46047.95916320726
"San Jose, CA",2013-01-31,600729.3061375981,116070.1521630867
"Fresno, CA",2013-01-31,156033.6607856435,32626.439007737143
"Bakersfield, CA",2013-01-31,135692.4887113769,30183.72418475129
"Oxnard, CA",2013-01-31,397995.7108910053,76019.48150144612
"Stockton, CA",2013-01-31,180644.0691575103,36477.91812083018
"Modesto, CA",2013-01-31,151876.6765763096,30722.253555271844
"Santa Rosa, CA",2013-01-31,367214.7379949786,1047141.285944134
"Visalia, CA",2013-01-31,134953.5806371272,27851.42116367893
"Vallejo, CA",2013-01-31,216415.10099583684,42927.86609371821
"Santa Maria, CA",2013-01-31,379914.75094826025,72181.64621938724
"Salinas, CA",2013-01-31,316850.9491961664,61092.41983660946
"San Luis Obispo, CA",2013-01-31,390386.4854601659,74025.92439926327
"Merced, CA",2013-01-31,132068.32434741972,27423.005514992616
"Santa Cruz, CA",2013-01-31,493525.93915873225,92308.12055828643
"Chico, CA",2013-01-31,194064.3434811925,39195.827515178185
"Redding, CA",2013-01-31,174361.22277754208,35938.7633698879
"El Centro, CA",2013-01-31,136940.38682747143,27962.30271392192
"Yuba City, CA",2013-01-31,146186.40371896606,485519.3815437273
"Madera, CA",2013-01-31,150334.54236181147,31153.470928559207
"Hanford, CA",2013-01-31,144465.4535885862,447320.37836616696
"Napa, CA",2013-01-31,400203.9407491802,77786.85420930924
"Los Angeles, CA",2013-02-28,403709.95066786633,78301.83873118857
"San Francisco, CA",2013-02-28,502863.0072991951,96655.36415486448
"Riverside, CA",2013-02-28,204322.76365098884,43480.39519420649
"San Diego, CA",2013-02-28,370938.8462441259,78973.43919432098
"Sacramento, CA",2013-02-28,238064.616622432,47446.56936652385
"San Jose, CA",2013-02-28,608639.8959263877,118660.66636080918
"Fresno, CA",2013-02-28,157213.53802608157,33239.540609343414
"Bakersfield, CA",2013-02-28,137344.37668783407,30965.910375207728
"Oxnard, CA",2013-02-28,402730.96055130666,77814.04434508811
"Stockton, CA",2013-02-28,182835.26496777817,37463.055846366005
"Modesto, CA",2013-02-28,153806.6328486041,31540.55496947843
"Santa Rosa, CA",2013-02-28,371369.5978874556,1067550.0616704978
"Visalia, CA",2013-02-28,136347.6167234355,28554.1348439786
"Vallejo, CA",2013-02-28,219823.7677928825,44100.81030503896
"Santa Maria, CA",2013-02-28,383549.827197189,73829.26671423647
"Salinas, CA",2013-02-28,321022.70884536725,62546.351028888166
"San Luis Obispo, CA",2013-02-28,392704.7189774208,75657.6291245692
"Merced, CA",2013-02-28,133656.3015805611,28053.343769385407
"Santa Cruz, CA",2013-02-28,496564.1512382696,94712.21973981857
"Chico, CA",2013-02-28,194758.57836627512,40042.0319471437
"Redding, CA",2013-02-28,175384.98070007635,36526.33204811979
"El Centro, CA",2013-02-28,137373.03901697692,28423.36675610112
"Yuba City, CA",2013-02-28,147470.97205096114,491341.325316044
"Madera, CA",2013-02-28,151874.34550040448,31847.360996129297
"Hanford, CA",2013-02-28,144800.1545584408,448140.2829289376
"Napa, CA",2013-02-28,405516.79398892703,79528.23722249396
"Los Angeles, CA",2013-03-31,409916.2042949411,78912.01782345054
"San Francisco, CA",2013-03-31,514189.5384822337,98481.58460685828
"Riverside, CA",2013-03-31,208373.75297723533,44165.51560982136
"San Diego, CA",2013-03-31,376224.92475137487,80122.757372453
"Sacramento, CA",2013-03-31,243105.51351270772,48520.10960052436
"San Jose, CA",2013-03-31,621967.78135861,119600.83230434416
"Fresno, CA",2013-03-31,159377.99261925372,33609.135408201255
"Bakersfield, CA",2013-03-31,139915.06049497833,31518.149021289744
"Oxnard, CA",2013-03-31,409213.005458267,79077.30547764806
"Stockton, CA",2013-03-31,186527.5509039294,38220.340113745566
"Modesto, CA",2013-03-31,157609.61791820845,32147.7387806988
"Santa Rosa, CA",2013-03-31,378505.6667365312,1088143.7520483418
"Visalia, CA",2013-03-31,138839.97555293614,29049.546067084502
"Vallejo, CA",2013-03-31,225294.81208290305,44956.19705219418
"Santa Maria, CA",2013-03-31,390357.4298280283,74923.36319686797
"Salinas, CA",2013-03-31,327531.6085543656,63519.13658213179
"San Luis Obispo, CA",2013-03-31,397234.21118657687,76486.10940521711
"Merced, CA",2013-03-31,136264.3075700416,28531.688298137666
"Santa Cruz, CA",2013-03-31,505942.89614454645,96296.044616942
"Chico, CA",2013-03-31,196881.3578524224,40403.264148680864
"Redding, CA",2013-03-31,176682.10985295504,36815.23352484978
"El Centro, CA",2013-03-31,138923.8467708277,28685.200209156752
"Yuba City, CA",2013-03-31,150022.17986502402,498264.3648662827
"Madera, CA",2013-03-31,154283.48607603967,32282.53273212909
"Hanford, CA",2013-03-31,146634.78378936104,449717.53098282055
"Napa, CA",2013-03-31,413966.5687358927,80826.73278870493
"Los Angeles, CA",2013-04-30,418877.2227150871,78612.83893605508
"San Francisco, CA",2013-04-30,529354.6228731838,99099.01427060904
"Riverside, CA",2013-04-30,213676.3679303368,44389.16527440859
"San Diego, CA",2013-04-30,384413.7337572261,80330.38879681373
"Sacramento, CA",2013-04-30,250682.33022016677,49004.78914126636
"San Jose, CA",2013-04-30,637855.9791608319,118755.31011982508
"Fresno, CA",2013-04-30,162978.98274894952,33647.637938074615
"Bakersfield, CA",2013-04-30,143317.9598708945,31718.86099260095
"Oxnard, CA",2013-04-30,418663.4421965839,79334.57958883347
"Stockton, CA",2013-04-30,192139.84475868367,38606.67932010808
"Modesto, CA",2013-04-30,162853.20445761725,32432.78381790753
"Santa Rosa, CA",2013-04-30,387452.4269254106,1106775.7090129247
"Visalia, CA",2013-04-30,142005.39787990504,29164.705459683537
"Vallejo, CA",2013-04-30,232788.4330284736,45376.54849346308
"Santa Maria, CA",2013-04-30,401466.625609562,75148.85644386438
"Salinas, CA",2013-04-30,335695.9818134683,63933.32755184113
"San Luis Obispo, CA",2013-04-30,405391.9153215483,76428.75117111551
"Merced, CA",2013-04-30,140010.09992644662,28700.32789092658
"Santa Cruz, CA",2013-04-30,518957.0277917677,96847.2688678766
"Chico, CA",2013-04-30,201793.3810799627,40339.2767421577
"Redding, CA",2013-04-30,180054.67738692215,36699.83393896608
"El Centro, CA",2013-04-30,141325.6610604301,28733.72854444724
"Yuba City, CA",2013-04-30,154377.97325163623,507075.5832307235
"Madera, CA",2013-04-30,158586.4928102294,32376.90006867139
"Hanford, CA",2013-04-30,149235.5282610098,454425.2746842117
"Napa, CA",2013-04-30,427269.0397961802,81520.76586592606
"Los Angeles, CA",2013-05-31,429982.3415148913,80241.03971806775
"San Francisco, CA",2013-05-31,548535.1585748903,102082.35811474694
"Riverside, CA",2013-05-31,219973.9386743812,45661.68949959749
"San Diego, CA",2013-05-31,394925.8732267002,82196.41461806755
"Sacramento, CA",2013-05-31,259990.82225075335,50613.00947402635
"San Jose, CA",2013-05-31,657071.5982698794,120640.3000127576
"Fresno, CA",2013-05-31,166786.449680924,34383.98909583602
"Bakersfield, CA",2013-05-31,146893.04181283832,32468.10364208217
"Oxnard, CA",2013-05-31,429617.4598859682,81380.28608136241
"Stockton, CA",2013-05-31,198955.3423669987,39870.1518973252
"Modesto, CA",2013-05-31,168625.15807702526,33448.574511669234
"Santa Rosa, CA",2013-05-31,399030.8778897848,1128346.4400948868
"Visalia, CA",2013-05-31,145475.44886566466,29858.11452738277
