"Dataset: ACS 1-Year Estimates Public Use Microdata Sample (2008)"
"Weight: PUMS person weight (PWGTP)"
"Universe:"
"Selected Geographies:"
"  California"
"","","Selected Geographies"
"Group","Recode for Total person's income (use ADJINC to adjust to constant dollars)","California"
"","Total","35,914,824"
" -> 00 to 17","","9,348,490"
" -> 00 to 17 -> Male","","4,787,313"
" -> 00 to 17 -> Male -> High school or equivalent","","24,774"
" -> 00 to 17 -> Male -> High school or equivalent -> White","","13,815"
"","$5,000 to $9,999","1,834"
"","$10,000 to $14,999","381"
"","$15,000 to $24,999","135"
"","$25,000 to $34,999","268"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","97"
"","No Income","11,100"
" -> 00 to 17 -> Male -> High school or equivalent -> African American","","1,313"
"","$5,000 to $9,999","205"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","1,108"
" -> 00 to 17 -> Male -> High school or equivalent -> Native American","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Male -> High school or equivalent -> Asian","","3,629"
"","$5,000 to $9,999","66"
"","$10,000 to $14,999","218"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","63"
"","No Income","3,282"
" -> 00 to 17 -> Male -> High school or equivalent -> Other","","6,017"
"","$5,000 to $9,999","389"
"","$10,000 to $14,999","314"
"","$15,000 to $24,999","151"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","5,163"
" -> 00 to 17 -> Male -> Some college, less than 4-yr degree","","7,035"
" -> 00 to 17 -> Male -> Some college, less than 4-yr degree -> White","","3,904"
"","$5,000 to $9,999","434"
"","$10,000 to $14,999","382"
"","$15,000 to $24,999","292"
"","$25,000 to $34,999","93"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","2,703"
" -> 00 to 17 -> Male -> Some college, less than 4-yr degree -> African American","","503"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","334"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","110"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","59"
" -> 00 to 17 -> Male -> Some college, less than 4-yr degree -> Native American","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Male -> Some college, less than 4-yr degree -> Asian","","1,909"
"","$5,000 to $9,999","185"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","58"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","1,666"
" -> 00 to 17 -> Male -> Some college, less than 4-yr degree -> Other","","719"
"","$5,000 to $9,999","86"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","76"
"","No Income","557"
" -> 00 to 17 -> Male -> Bachelor's degree or higher","","0"
" -> 00 to 17 -> Male -> Bachelor's degree or higher -> White","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Male -> Bachelor's degree or higher -> African American","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Male -> Bachelor's degree or higher -> Native American","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Male -> Bachelor's degree or higher -> Asian","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Male -> Bachelor's degree or higher -> Other","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Male -> No high school diploma","","4,755,504"
" -> 00 to 17 -> Male -> No high school diploma -> White","","2,746,100"
"","$5,000 to $9,999","16,337"
"","$10,000 to $14,999","5,250"
"","$15,000 to $24,999","2,401"
"","$25,000 to $34,999","461"
"","$35,000 to $49,999","279"
"","$50,000 to $74,999","155"
"","$75,000 and over","157"
"","No Income","2,721,060"
" -> 00 to 17 -> Male -> No high school diploma -> African American","","303,571"
"","$5,000 to $9,999","2,675"
"","$10,000 to $14,999","1,390"
"","$15,000 to $24,999","86"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","299,420"
" -> 00 to 17 -> Male -> No high school diploma -> Native American","","23,015"
"","$5,000 to $9,999","191"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","22,824"
" -> 00 to 17 -> Male -> No high school diploma -> Asian","","470,464"
"","$5,000 to $9,999","1,542"
"","$10,000 to $14,999","1,327"
"","$15,000 to $24,999","209"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","467,386"
" -> 00 to 17 -> Male -> No high school diploma -> Other","","1,212,354"
"","$5,000 to $9,999","7,242"
"","$10,000 to $14,999","1,852"
"","$15,000 to $24,999","1,612"
"","$25,000 to $34,999","153"
"","$35,000 to $49,999","355"
"","$50,000 to $74,999","62"
"","$75,000 and over","0"
"","No Income","1,201,078"
" -> 00 to 17 -> Female","","4,561,177"
" -> 00 to 17 -> Female -> High school or equivalent","","30,036"
" -> 00 to 17 -> Female -> High school or equivalent -> White","","17,749"
"","$5,000 to $9,999","2,437"
"","$10,000 to $14,999","223"
"","$15,000 to $24,999","627"
"","$25,000 to $34,999","298"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","14,164"
" -> 00 to 17 -> Female -> High school or equivalent -> African American","","2,682"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","2,682"
" -> 00 to 17 -> Female -> High school or equivalent -> Native American","","82"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","82"
" -> 00 to 17 -> Female -> High school or equivalent -> Asian","","2,969"
"","$5,000 to $9,999","117"
"","$10,000 to $14,999","77"
"","$15,000 to $24,999","282"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","2,493"
" -> 00 to 17 -> Female -> High school or equivalent -> Other","","6,554"
"","$5,000 to $9,999","458"
"","$10,000 to $14,999","57"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","6,039"
" -> 00 to 17 -> Female -> Some college, less than 4-yr degree","","11,317"
" -> 00 to 17 -> Female -> Some college, less than 4-yr degree -> White","","7,396"
"","$5,000 to $9,999","350"
"","$10,000 to $14,999","328"
"","$15,000 to $24,999","293"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","57"
"","No Income","6,368"
" -> 00 to 17 -> Female -> Some college, less than 4-yr degree -> African American","","490"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","71"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","419"
" -> 00 to 17 -> Female -> Some college, less than 4-yr degree -> Native American","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Female -> Some college, less than 4-yr degree -> Asian","","1,058"
"","$5,000 to $9,999","206"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","852"
" -> 00 to 17 -> Female -> Some college, less than 4-yr degree -> Other","","2,373"
"","$5,000 to $9,999","240"
"","$10,000 to $14,999","261"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","51"
"","No Income","1,821"
" -> 00 to 17 -> Female -> Bachelor's degree or higher","","0"
" -> 00 to 17 -> Female -> Bachelor's degree or higher -> White","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Female -> Bachelor's degree or higher -> African American","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Female -> Bachelor's degree or higher -> Native American","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Female -> Bachelor's degree or higher -> Asian","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
" -> 00 to 17 -> Female -> Bachelor's degree or higher -> Other","","0"
"","$5,000 to $9,999","0"
"","$10,000 to $14,999","0"
"","$15,000 to $24,999","0"
"","$25,000 to $34,999","0"
"","$35,000 to $49,999","0"
"","$50,000 to $74,999","0"
"","$75,000 and over","0"
"","No Income","0"
